Time,RobotMode,BatteryVoltage,LagTime,Throttle,LeftMotorOut,RightMotorOut,Velocity,Distance,Ultrasonic,GyroAngle,PSIReadout,ArmState,ShiftHigh,ShooterState
02:07:05.536 PM 12/27/2014,Teleop Enabled,12.787240,49.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.208378,0.678575,100.268543,FALSE,TRUE,Unready
02:07:05.637 PM 12/27/2014,Teleop Enabled,12.768393,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.161425,0.673210,100.863635,FALSE,TRUE,Unready
02:07:05.738 PM 12/27/2014,Teleop Enabled,12.824935,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.154004,0.674643,100.588977,FALSE,TRUE,Unready
02:07:05.839 PM 12/27/2014,Teleop Enabled,12.812370,49.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.108389,0.673576,100.360095,FALSE,TRUE,Unready
02:07:05.940 PM 12/27/2014,Teleop Enabled,12.749545,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.251318,0.673022,101.092517,FALSE,TRUE,Unready
02:07:06.041 PM 12/27/2014,Teleop Enabled,12.768393,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.193416,0.693780,101.779162,FALSE,TRUE,Unready
02:07:06.142 PM 12/27/2014,Teleop Enabled,12.806088,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.159722,0.680072,101.412952,FALSE,TRUE,Unready
02:07:06.242 PM 12/27/2014,Teleop Enabled,12.787240,49.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.177846,0.690349,101.229846,FALSE,TRUE,Unready
02:07:06.343 PM 12/27/2014,Teleop Enabled,12.724416,49.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.166777,0.680328,102.008044,FALSE,TRUE,Unready
02:07:06.444 PM 12/27/2014,Teleop Enabled,12.762110,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.170304,0.696357,102.603137,FALSE,TRUE,Unready
02:07:06.545 PM 12/27/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.132109,0.682077,106.539904,FALSE,TRUE,Unready
02:07:06.646 PM 12/27/2014,Teleop Enabled,12.749545,49.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.167263,0.670789,102.145373,FALSE,TRUE,Unready
02:07:06.747 PM 12/27/2014,Teleop Enabled,12.680438,49.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.187213,0.688536,103.060901,FALSE,TRUE,Unready
02:07:06.847 PM 12/27/2014,Teleop Enabled,12.762110,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.235870,0.691434,103.427112,FALSE,TRUE,Unready
02:07:06.948 PM 12/27/2014,Teleop Enabled,12.755828,51.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.124932,0.694456,102.832019,FALSE,TRUE,Unready
02:07:07.049 PM 12/27/2014,Teleop Enabled,12.711851,51.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.128338,0.687406,103.244006,FALSE,TRUE,Unready
02:07:07.149 PM 12/27/2014,Teleop Enabled,12.718133,49.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.152301,0.685770,104.159533,FALSE,TRUE,Unready
02:07:07.250 PM 12/27/2014,Teleop Enabled,12.755828,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.134055,0.674117,104.159533,FALSE,TRUE,Unready
02:07:07.351 PM 12/27/2014,Teleop Enabled,12.705568,51.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.131136,0.663718,103.655993,FALSE,TRUE,Unready
02:07:07.451 PM 12/27/2014,Teleop Enabled,12.649026,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.164831,0.675958,104.617297,FALSE,TRUE,Unready
02:07:07.552 PM 12/27/2014,Teleop Enabled,12.755828,49.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.222489,0.679766,104.983508,FALSE,TRUE,Unready
02:07:07.653 PM 12/27/2014,Teleop Enabled,12.699286,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.174562,0.674817,104.342639,FALSE,TRUE,Unready
02:07:07.753 PM 12/27/2014,Teleop Enabled,12.630178,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.146341,0.672837,104.891955,FALSE,TRUE,Unready
02:07:07.853 PM 12/27/2014,Teleop Enabled,12.724416,51.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.229787,0.673203,105.761706,FALSE,TRUE,Unready
02:07:07.954 PM 12/27/2014,Teleop Enabled,12.711851,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.194146,0.685305,105.166613,FALSE,TRUE,Unready
02:07:08.055 PM 12/27/2014,Teleop Enabled,12.661591,52.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.194268,0.705523,105.441271,FALSE,TRUE,Unready
02:07:08.156 PM 12/27/2014,Teleop Enabled,12.699286,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.136488,0.699106,106.997668,FALSE,TRUE,Unready
02:07:08.257 PM 12/27/2014,Teleop Enabled,12.699286,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.180766,0.683150,105.761706,FALSE,TRUE,Unready
02:07:08.359 PM 12/27/2014,Teleop Enabled,12.636461,51.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.143787,0.682894,106.768786,TRUE,TRUE,Unready
02:07:08.460 PM 12/27/2014,Teleop Enabled,12.404010,50.000000,0.000000,0.000000,0.000000,0.000000,0.075150,86.131257,0.694143,108.279406,TRUE,TRUE,Unready
02:07:08.561 PM 12/27/2014,Teleop Enabled,12.504529,49.000000,0.000000,0.000000,0.000000,0.032745,0.112725,86.370649,0.706034,104.525744,TRUE,TRUE,Unready
02:07:08.662 PM 12/27/2014,Teleop Enabled,12.561071,50.000000,0.000000,0.000000,0.000000,0.000000,0.150300,85.881404,0.672673,106.219470,TRUE,TRUE,Unready
02:07:08.762 PM 12/27/2014,Teleop Enabled,12.498247,50.000000,0.000000,0.000000,0.000000,0.040335,0.212925,86.208865,0.668038,103.655993,TRUE,TRUE,Unready
02:07:08.863 PM 12/27/2014,Teleop Enabled,12.523376,51.000000,0.000000,0.000000,0.000000,0.022934,0.237975,86.164466,0.708477,102.420032,TRUE,TRUE,Unready
02:07:08.964 PM 12/27/2014,Teleop Enabled,12.523376,50.000000,0.000000,0.000000,0.000000,-0.048580,0.200400,86.230517,0.717628,99.581897,TRUE,TRUE,Unready
02:07:09.065 PM 12/27/2014,Teleop Enabled,12.447987,50.000000,0.000000,0.000000,0.000000,0.251125,0.175350,86.074450,0.631971,97.247303,TRUE,TRUE,Unready
02:07:09.165 PM 12/27/2014,Teleop Enabled,12.485682,51.000000,0.000000,0.000000,0.000000,-0.292359,-0.225450,86.145246,0.696898,95.690906,TRUE,TRUE,Unready
02:07:09.266 PM 12/27/2014,Teleop Enabled,12.397727,50.000000,0.000000,0.000000,0.000000,-Inf,-1.039575,86.134907,0.567624,94.866932,TRUE,TRUE,Unready
02:07:09.367 PM 12/27/2014,Teleop Enabled,12.404010,50.000000,0.000000,0.000000,0.000000,0.051914,-1.089675,86.079195,0.536769,94.088734,TRUE,TRUE,Unready
02:07:09.468 PM 12/27/2014,Teleop Enabled,12.485682,50.000000,0.000000,0.000000,0.000000,-0.043485,-1.114725,85.887730,0.417116,94.912708,TRUE,TRUE,Unready
02:07:09.569 PM 12/27/2014,Teleop Enabled,12.435422,49.000000,0.000000,0.000000,0.000000,0.110915,-1.039575,86.149017,0.395021,93.356312,TRUE,TRUE,Unready
02:07:09.669 PM 12/27/2014,Teleop Enabled,12.485682,50.000000,0.000000,0.000000,0.000000,Inf,-0.951900,86.288297,0.452514,95.187366,TRUE,TRUE,Unready
02:07:09.770 PM 12/27/2014,Teleop Enabled,12.385162,51.000000,0.000000,0.000000,0.000000,0.047301,-0.914325,86.041121,0.442595,93.630970,TRUE,TRUE,Unready
02:07:09.871 PM 12/27/2014,Teleop Enabled,12.466834,49.000000,0.000000,0.000000,0.000000,0.000000,-0.901800,86.212636,0.496312,95.507801,TRUE,TRUE,Unready
02:07:09.971 PM 12/27/2014,Teleop Enabled,12.397727,51.000000,0.000000,0.000000,0.000000,0.000000,-0.901800,86.052555,0.460946,93.997181,TRUE,TRUE,Unready
02:07:10.072 PM 12/27/2014,Teleop Enabled,12.441704,49.000000,0.000000,0.000000,0.000000,0.000000,-0.901800,86.208257,0.469322,95.782459,TRUE,TRUE,Unready
02:07:10.173 PM 12/27/2014,Teleop Enabled,12.347467,50.000000,0.000000,0.000000,0.000000,0.000000,-0.889275,86.093792,0.447760,94.638050,TRUE,TRUE,Unready
02:07:10.273 PM 12/27/2014,Teleop Enabled,12.429139,51.000000,0.000000,0.000000,0.000000,0.000000,-0.889275,86.220664,0.472906,96.148670,TRUE,TRUE,Unready
02:07:10.373 PM 12/27/2014,Teleop Enabled,12.366315,53.000000,0.000000,0.000000,0.000000,0.000000,-0.889275,86.220056,0.489551,95.050037,TRUE,TRUE,Unready
02:07:10.474 PM 12/27/2014,Teleop Enabled,12.404010,49.000000,0.000000,0.000000,0.000000,0.000000,-0.889275,86.244749,0.504091,96.194446,TRUE,TRUE,Unready
02:07:10.574 PM 12/27/2014,Teleop Enabled,12.404010,51.000000,0.000000,0.000000,0.000000,0.201915,-0.876750,86.186240,0.526037,96.469104,TRUE,TRUE,Unready
02:07:10.675 PM 12/27/2014,Teleop Enabled,12.385162,50.000000,0.000000,0.000000,0.000000,0.000000,-0.889275,86.136366,0.523608,96.011341,TRUE,TRUE,Unready
02:07:10.775 PM 12/27/2014,Teleop Enabled,12.422857,50.000000,0.000000,0.000000,0.000000,0.000000,-0.876750,86.189646,0.538835,97.247303,TRUE,TRUE,Unready
02:07:10.876 PM 12/27/2014,Teleop Enabled,12.334902,51.000000,0.000000,0.000000,0.000000,0.000000,-0.876750,86.171156,0.542262,96.285999,TRUE,TRUE,Unready
02:07:10.977 PM 12/27/2014,Teleop Enabled,12.404010,49.000000,0.000000,0.000000,0.000000,0.000000,-0.876750,86.147192,0.549760,97.888172,TRUE,TRUE,Unready
02:07:11.077 PM 12/27/2014,Teleop Enabled,12.322337,51.000000,0.000000,0.000000,0.000000,0.000000,-0.876750,86.181131,0.535394,96.926868,TRUE,TRUE,Unready
02:07:11.178 PM 12/27/2014,Teleop Enabled,12.397727,50.000000,0.000000,0.000000,0.000000,0.000000,-0.876750,86.154004,0.528898,97.933948,TRUE,TRUE,Unready
02:07:11.279 PM 12/27/2014,Teleop Enabled,12.397727,50.000000,0.362205,0.362205,0.362205,-10.084541,-1.164825,86.105956,0.529929,97.842395,TRUE,TRUE,Unready
02:07:11.380 PM 12/27/2014,Teleop Enabled,11.046996,50.000000,0.385827,0.385827,0.385827,-1.179312,-2.054100,85.122844,0.127603,97.750843,TRUE,TRUE,Unready
02:07:11.481 PM 12/27/2014,Teleop Enabled,11.335990,50.000000,0.385827,0.385827,0.385827,-2.208761,-3.732450,85.442276,359.723190,98.483264,TRUE,TRUE,Unready
02:07:11.581 PM 12/27/2014,Teleop Enabled,11.335990,50.000000,0.000000,0.000000,0.000000,-3.131563,-6.337650,84.907173,359.117345,98.712146,TRUE,TRUE,Unready
02:07:11.682 PM 12/27/2014,Teleop Enabled,12.215535,50.000000,0.000000,0.000000,0.000000,-2.097990,-8.642250,84.858638,358.301415,98.574817,TRUE,TRUE,Unready
02:07:11.783 PM 12/27/2014,Teleop Enabled,12.272078,50.000000,0.000000,0.000000,0.000000,-1.825855,-10.395750,85.599803,357.819377,99.398792,TRUE,TRUE,Unready
02:07:11.884 PM 12/27/2014,Teleop Enabled,12.322337,50.000000,0.000000,0.000000,0.000000,-0.712579,-11.673300,86.053893,357.715294,98.529041,TRUE,TRUE,Unready
02:07:11.984 PM 12/27/2014,Teleop Enabled,12.215535,50.000000,0.000000,0.000000,0.000000,-0.492451,-12.412275,85.850629,357.570630,99.581897,TRUE,TRUE,Unready
02:07:12.086 PM 12/27/2014,Teleop Enabled,12.297208,50.000000,0.000000,0.000000,0.000000,-0.159247,-12.750450,86.086980,357.492756,99.856555,TRUE,TRUE,Unready
02:07:12.187 PM 12/27/2014,Teleop Enabled,12.303490,50.000000,0.000000,0.000000,0.000000,0.000000,-12.775500,86.192322,357.491053,99.169910,TRUE,TRUE,Unready
02:07:12.288 PM 12/27/2014,Teleop Enabled,12.278360,51.000000,0.000000,0.000000,0.000000,0.000000,-12.775500,86.341455,357.581402,100.497424,TRUE,TRUE,Unready
02:07:12.389 PM 12/27/2014,Teleop Enabled,12.064756,50.000000,0.291339,0.291339,0.291339,-1.016854,-12.838125,86.029321,357.591620,103.427112,TRUE,TRUE,Unready
02:07:12.489 PM 12/27/2014,Teleop Enabled,11.650113,51.000000,0.275591,0.275591,0.275591,-0.666337,-13.714875,85.230254,357.213482,103.472888,TRUE,TRUE,Unready
02:07:12.590 PM 12/27/2014,Teleop Enabled,11.599853,50.000000,0.267717,0.267717,0.267717,-1.201370,-15.443325,85.472444,356.644347,100.131213,TRUE,TRUE,Unready
02:07:12.691 PM 12/27/2014,Teleop Enabled,11.756915,50.000000,0.000000,0.000000,0.000000,-1.138657,-17.146725,85.379874,356.297317,100.222766,TRUE,TRUE,Unready
02:07:12.791 PM 12/27/2014,Teleop Enabled,12.246948,50.000000,0.000000,0.000000,0.000000,-1.427253,-18.461850,85.418070,355.753935,100.405872,TRUE,TRUE,Unready
02:07:12.892 PM 12/27/2014,Teleop Enabled,12.165276,50.000000,0.000000,0.000000,0.000000,-0.554773,-19.551525,85.544577,355.369789,101.596057,TRUE,TRUE,Unready
02:07:12.992 PM 12/27/2014,Teleop Enabled,12.259513,49.000000,0.000000,0.377953,-0.377953,-0.275756,-20.152725,86.058150,355.203461,101.367175,TRUE,TRUE,Unready
02:07:13.092 PM 12/27/2014,Teleop Enabled,10.249122,50.000000,0.000000,0.511811,-0.511811,-1.109369,-21.229875,82.518365,354.364832,101.092517,TRUE,TRUE,Unready
02:07:13.193 PM 12/27/2014,Teleop Enabled,10.720307,50.000000,0.000000,0.511811,-0.511811,-2.230950,-23.071050,74.473563,349.568588,101.687610,TRUE,TRUE,Unready
02:07:13.293 PM 12/27/2014,Teleop Enabled,10.450161,50.000000,0.000000,0.527559,-0.527559,-2.560093,-25.814025,67.700652,340.822820,104.891955,TRUE,TRUE,Unready
02:07:13.393 PM 12/27/2014,Teleop Enabled,10.707742,49.000000,0.000000,0.000000,0.000000,-2.874552,-29.295975,62.788864,329.145959,101.596057,TRUE,TRUE,Unready
02:07:13.494 PM 12/27/2014,Teleop Enabled,12.020779,48.000000,0.000000,0.000000,0.000000,-1.718248,-32.414700,60.411856,315.310520,102.374255,TRUE,TRUE,Unready
02:07:13.595 PM 12/27/2014,Teleop Enabled,12.115016,50.000000,0.000000,-0.299213,0.299213,-2.269268,-35.032425,68.101584,303.968123,102.740466,TRUE,TRUE,Unready
02:07:13.696 PM 12/27/2014,Teleop Enabled,9.463813,51.000000,0.000000,-1.000000,1.000000,1.514327,-35.458275,74.807106,296.216970,102.465808,TRUE,TRUE,Unready
02:07:13.797 PM 12/27/2014,Teleop Enabled,7.516247,50.000000,0.000000,-1.000000,1.000000,2.493430,-32.865600,88.236639,294.598485,102.420032,TRUE,TRUE,Unready
02:07:13.898 PM 12/27/2014,Teleop Enabled,8.043975,50.000000,0.000000,-1.000000,1.000000,4.409590,-28.757400,102.007622,300.308997,102.328479,TRUE,TRUE,Unready
02:07:13.999 PM 12/27/2014,Teleop Enabled,7.792676,49.000000,0.000000,-1.000000,1.000000,4.595993,-23.459325,113.813355,311.957808,102.282702,TRUE,TRUE,Unready
02:07:14.100 PM 12/27/2014,Teleop Enabled,8.182189,50.000000,0.000000,-1.000000,1.000000,5.244975,-18.173775,124.844227,328.372026,102.191150,TRUE,TRUE,Unready
02:07:14.201 PM 12/27/2014,Teleop Enabled,8.282709,50.000000,0.000000,-0.921260,0.921260,5.362189,-12.387225,130.393662,344.256155,102.374255,TRUE,TRUE,Unready
02:07:14.301 PM 12/27/2014,Teleop Enabled,11.976802,50.000000,0.000000,0.000000,0.000000,3.447564,-7.176825,136.988246,7.139065,102.374255,TRUE,TRUE,Unready
02:07:14.402 PM 12/27/2014,Teleop Enabled,12.115016,50.000000,0.000000,0.000000,0.000000,3.417090,-3.657300,124.043943,28.859523,102.099597,TRUE,TRUE,Unready
02:07:14.503 PM 12/27/2014,Teleop Enabled,12.102451,50.000000,0.000000,0.000000,0.000000,2.302559,-1.002000,111.983006,44.652208,102.877795,TRUE,TRUE,Unready
02:07:14.603 PM 12/27/2014,Teleop Enabled,12.190406,50.000000,0.000000,0.000000,0.000000,1.123520,0.839175,103.047784,55.517889,103.472888,TRUE,TRUE,Unready
02:07:14.704 PM 12/27/2014,Teleop Enabled,11.895129,50.000000,0.000000,0.000000,0.000000,0.701610,2.041575,96.397852,62.752451,103.060901,TRUE,FALSE,Unready
02:07:14.805 PM 12/27/2014,Teleop Enabled,12.441704,50.000000,0.000000,0.000000,0.000000,0.387457,2.768025,92.042821,66.977317,103.427112,TRUE,TRUE,Unready
02:07:14.906 PM 12/27/2014,Teleop Enabled,12.454269,49.000000,0.000000,0.000000,0.000000,0.142738,3.106200,88.355240,69.266658,102.694690,TRUE,TRUE,Unready
02:07:15.007 PM 12/27/2014,Teleop Enabled,12.485682,50.000000,0.000000,0.000000,0.000000,-0.092440,3.043575,85.655758,69.597851,102.877795,TRUE,TRUE,Unready
02:07:15.108 PM 12/27/2014,Teleop Enabled,12.504529,50.000000,0.000000,0.000000,0.000000,-0.063879,2.943375,85.840776,69.287335,102.694690,TRUE,TRUE,Unready
02:07:15.209 PM 12/27/2014,Teleop Enabled,12.523376,50.000000,0.000000,0.000000,0.000000,0.000000,2.918325,86.044040,69.220474,102.694690,TRUE,TRUE,Unready
02:07:15.310 PM 12/27/2014,Teleop Enabled,12.517094,49.000000,0.000000,0.314961,-0.314961,0.043228,2.943375,86.197431,69.235551,102.511584,TRUE,TRUE,Unready
02:07:15.409 PM 12/27/2014,Teleop Enabled,11.373684,50.000000,0.000000,0.448819,-0.448819,-0.852876,2.530050,83.990113,68.805118,102.511584,TRUE,TRUE,Unready
02:07:15.510 PM 12/27/2014,Teleop Enabled,10.996736,50.000000,0.000000,0.456693,-0.456693,-2.090217,0.776550,77.243962,65.334665,102.557361,TRUE,TRUE,Unready
02:07:15.610 PM 12/27/2014,Teleop Enabled,11.059561,50.000000,0.000000,0.480315,-0.480315,-2.390906,-1.740975,71.347361,58.392808,102.420032,TRUE,TRUE,Unready
02:07:15.711 PM 12/27/2014,Teleop Enabled,11.134950,50.000000,0.000000,0.000000,0.000000,-2.958475,-4.834650,65.502578,48.371707,102.328479,TRUE,TRUE,Unready
02:07:15.812 PM 12/27/2014,Teleop Enabled,12.435422,50.000000,0.000000,0.000000,0.000000,-2.181068,-6.838650,66.502963,36.675218,102.328479,TRUE,TRUE,Unready
02:07:15.911 PM 12/27/2014,Teleop Enabled,12.485682,50.000000,0.000000,0.000000,0.000000,-1.485025,-8.592150,73.576939,28.492161,102.236926,TRUE,TRUE,Unready
02:07:16.012 PM 12/27/2014,Teleop Enabled,12.473117,50.000000,0.000000,0.000000,0.000000,-0.869719,-9.744450,78.297262,23.211063,102.191150,TRUE,TRUE,Unready
02:07:16.113 PM 12/27/2014,Teleop Enabled,11.681525,50.000000,0.000000,-0.251969,0.251969,-0.132072,-10.007475,83.107113,20.546399,102.236926,TRUE,TRUE,Unready
02:07:16.216 PM 12/27/2014,Teleop Enabled,11.888847,51.000000,0.000000,-0.275591,0.275591,0.575322,-9.644250,89.290911,21.362094,102.191150,TRUE,TRUE,Unready
02:07:16.317 PM 12/27/2014,Teleop Enabled,11.775762,50.000000,0.000000,-0.275591,0.275591,0.751710,-8.754975,93.127382,24.270857,102.099597,TRUE,TRUE,Unready
02:07:16.418 PM 12/27/2014,Teleop Enabled,11.895129,50.000000,0.000000,0.000000,0.000000,1.294333,-7.665300,94.754224,28.513325,102.191150,TRUE,TRUE,Unready
02:07:16.519 PM 12/27/2014,Teleop Enabled,12.479399,50.000000,0.000000,0.000000,0.000000,0.481390,-6.901275,94.422871,33.057609,102.236926,TRUE,TRUE,Unready
02:07:16.620 PM 12/27/2014,Teleop Enabled,12.504529,50.000000,0.000000,0.000000,0.000000,0.263470,-6.412800,89.751692,35.869616,102.099597,TRUE,TRUE,Unready
02:07:16.721 PM 12/27/2014,Teleop Enabled,11.939107,51.000000,0.000000,0.000000,0.000000,0.000000,-6.362700,85.833356,36.269774,102.145373,TRUE,TRUE,Unready
02:07:16.821 PM 12/27/2014,Teleop Enabled,12.184123,51.000000,0.000000,0.000000,0.000000,0.000000,-6.362700,85.623402,35.940285,102.465808,TRUE,TRUE,Unready
02:07:16.922 PM 12/27/2014,Teleop Enabled,12.196688,50.000000,0.000000,0.000000,0.000000,0.000000,-6.362700,86.566858,36.005087,102.969348,TRUE,TRUE,Unready
02:07:17.022 PM 12/27/2014,Teleop Enabled,12.221818,49.000000,0.000000,0.000000,0.000000,0.000000,-6.387750,86.027618,36.088358,102.236926,TRUE,TRUE,Unready
02:07:17.122 PM 12/27/2014,Teleop Enabled,12.202970,50.000000,0.000000,0.000000,0.000000,0.000000,-6.400275,86.161303,36.029542,102.923572,TRUE,TRUE,Unready
02:07:17.223 PM 12/27/2014,Teleop Enabled,12.196688,51.000000,0.000000,0.000000,0.000000,0.000000,-6.387750,86.215312,36.076260,103.793322,TRUE,TRUE,Unready
02:07:17.323 PM 12/27/2014,Teleop Enabled,12.215535,50.000000,0.000000,0.000000,0.000000,0.000000,-6.387750,86.179671,36.080284,102.877795,TRUE,TRUE,Unready
02:07:17.424 PM 12/27/2014,Teleop Enabled,12.196688,51.000000,0.000000,0.000000,0.000000,0.000000,-6.387750,86.155343,36.073341,103.655993,TRUE,TRUE,Unready
02:07:17.525 PM 12/27/2014,Teleop Enabled,12.196688,51.000000,0.000000,0.000000,0.000000,0.000000,-6.387750,86.174075,36.075734,104.296862,TRUE,TRUE,Unready
02:07:17.625 PM 12/27/2014,Teleop Enabled,12.240665,49.000000,0.000000,0.000000,0.000000,0.000000,-6.387750,86.194511,36.061008,103.518664,TRUE,TRUE,Unready
02:07:17.726 PM 12/27/2014,Teleop Enabled,12.228100,50.000000,0.000000,0.000000,0.000000,0.000000,-6.387750,86.227720,36.068325,104.617297,TRUE,TRUE,Unready
02:07:17.827 PM 12/27/2014,Teleop Enabled,12.184123,51.000000,0.000000,0.000000,0.000000,0.000000,-6.387750,86.116417,36.070298,104.891955,TRUE,TRUE,Unready
02:07:17.927 PM 12/27/2014,Teleop Enabled,12.215535,50.000000,0.000000,0.000000,0.000000,0.000000,-6.375225,86.200715,36.081738,104.205310,TRUE,TRUE,Unready
02:07:18.027 PM 12/27/2014,Teleop Enabled,12.246948,50.000000,0.000000,0.000000,0.000000,0.000000,-6.375225,86.141597,36.072811,104.388415,TRUE,TRUE,Unready
02:07:18.129 PM 12/27/2014,Teleop Enabled,12.127581,51.000000,0.000000,0.000000,0.000000,0.000000,-6.375225,86.156072,36.078126,105.578601,TRUE,TRUE,Unready
02:07:18.232 PM 12/27/2014,Teleop Enabled,12.165276,50.000000,0.000000,0.000000,0.000000,0.000000,-6.375225,86.265794,36.081568,104.708850,TRUE,TRUE,Unready
02:07:18.334 PM 12/27/2014,Teleop Enabled,12.221818,50.000000,0.000000,0.000000,0.000000,0.000000,-6.375225,86.131379,36.080732,105.166613,TRUE,TRUE,Unready
02:07:18.435 PM 12/27/2014,Teleop Enabled,12.246948,50.000000,0.000000,0.000000,0.000000,0.000000,-6.375225,86.123716,36.053024,106.082141,TRUE,TRUE,Unready
02:07:18.537 PM 12/27/2014,Teleop Enabled,12.140146,50.000000,0.000000,0.000000,0.000000,0.000000,-6.375225,86.192687,36.060721,105.395495,TRUE,TRUE,Unready
02:07:18.637 PM 12/27/2014,Teleop Enabled,12.209253,50.000000,0.000000,0.000000,0.000000,0.000000,-6.375225,86.153640,36.063035,105.578601,TRUE,TRUE,Unready
02:07:18.738 PM 12/27/2014,Teleop Enabled,12.246948,50.000000,0.000000,0.000000,0.000000,0.000000,-6.362700,86.110700,36.067269,106.494128,TRUE,TRUE,Unready
02:07:18.839 PM 12/27/2014,Teleop Enabled,12.171558,49.000000,0.000000,0.000000,0.000000,0.000000,-6.362700,86.163128,36.067095,106.173693,TRUE,TRUE,Unready
02:07:18.939 PM 12/27/2014,Teleop Enabled,12.202970,51.000000,0.000000,0.000000,0.000000,0.000000,-6.375225,86.173954,36.072001,105.944811,TRUE,TRUE,Unready
02:07:19.040 PM 12/27/2014,Teleop Enabled,12.234383,50.000000,0.000000,0.000000,0.000000,0.000000,-6.375225,86.210811,36.067760,107.043444,TRUE,TRUE,Unready
02:07:19.141 PM 12/27/2014,Teleop Enabled,12.228100,49.000000,0.000000,0.000000,0.000000,0.000000,-6.375225,86.177603,36.072186,106.906115,TRUE,TRUE,Unready
02:07:19.245 PM 12/27/2014,Teleop Enabled,12.184123,51.000000,0.000000,0.000000,0.000000,0.000000,-6.362700,86.161911,36.072019,106.402575,TRUE,TRUE,Unready
02:07:19.346 PM 12/27/2014,Teleop Enabled,12.228100,51.000000,0.000000,0.000000,0.000000,0.000000,-6.375225,86.223462,36.078581,109.835802,TRUE,TRUE,Unready
02:07:19.447 PM 12/27/2014,Teleop Enabled,12.228100,49.000000,0.000000,0.000000,0.000000,0.000000,-6.375225,86.176387,36.079954,107.592761,TRUE,FALSE,Unready
