Time,RobotMode,BatteryVoltage,LagTime,Throttle,LeftMotorOut,RightMotorOut,Velocity,Distance,Ultrasonic,GyroAngle,PSIReadout,ArmState,ShiftHigh,ShooterState
12:02:13.039 AM 12/05/2014,Teleop Enabled,12.799805,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.824111,359.292568,146.182234,FALSE,FALSE,Unready
12:02:13.140 AM 12/05/2014,Teleop Enabled,12.793523,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.807689,359.284015,146.319563,FALSE,FALSE,Unready
12:02:13.242 AM 12/05/2014,Teleop Enabled,12.793523,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.773630,359.274615,146.136458,FALSE,FALSE,Unready
12:02:13.343 AM 12/05/2014,Teleop Enabled,12.799805,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.793214,359.257398,146.319563,FALSE,FALSE,Unready
12:02:13.444 AM 12/05/2014,Teleop Enabled,12.787240,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.812798,359.250711,146.273787,FALSE,FALSE,Unready
12:02:13.545 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.808419,359.242310,145.907576,FALSE,FALSE,Unready
12:02:13.645 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.820462,359.251557,145.907576,FALSE,FALSE,Unready
12:02:13.746 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.807203,359.249132,146.090681,FALSE,FALSE,Unready
12:02:13.846 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.820340,359.249552,146.228010,FALSE,FALSE,Unready
12:02:13.947 AM 12/05/2014,Teleop Enabled,12.793523,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.828490,359.253541,146.136458,FALSE,FALSE,Unready
12:02:14.047 AM 12/05/2014,Teleop Enabled,12.793523,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.821678,359.246594,146.136458,FALSE,FALSE,Unready
12:02:14.150 AM 12/05/2014,Teleop Enabled,12.799805,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.814745,359.245350,146.319563,FALSE,FALSE,Unready
12:02:14.251 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.823138,359.236515,146.090681,FALSE,FALSE,Unready
12:02:14.353 AM 12/05/2014,Teleop Enabled,12.793523,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.821557,359.241812,146.319563,FALSE,FALSE,Unready
12:02:14.454 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.824598,359.245702,146.182234,FALSE,FALSE,Unready
12:02:14.555 AM 12/05/2014,Teleop Enabled,12.787240,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.812798,359.244660,146.319563,FALSE,FALSE,Unready
12:02:14.656 AM 12/05/2014,Teleop Enabled,12.799805,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.806838,359.235477,146.319563,FALSE,FALSE,Unready
12:02:14.757 AM 12/05/2014,Teleop Enabled,12.799805,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.817542,359.233714,146.319563,FALSE,FALSE,Unready
12:02:14.858 AM 12/05/2014,Teleop Enabled,12.774675,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.803553,359.234080,146.182234,FALSE,FALSE,Unready
12:02:14.959 AM 12/05/2014,Teleop Enabled,12.793523,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.812312,359.231869,146.182234,FALSE,FALSE,Unready
12:02:15.061 AM 12/05/2014,Teleop Enabled,12.799805,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.789321,359.228740,146.228010,FALSE,FALSE,Unready
12:02:15.162 AM 12/05/2014,Teleop Enabled,12.799805,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.820340,359.241080,146.182234,FALSE,FALSE,Unready
12:02:15.263 AM 12/05/2014,Teleop Enabled,12.799805,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.822043,359.249317,146.228010,FALSE,FALSE,Unready
12:02:15.364 AM 12/05/2014,Teleop Enabled,12.780958,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.834329,359.247664,146.044905,FALSE,FALSE,Unready
12:02:15.465 AM 12/05/2014,Teleop Enabled,12.799805,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.809149,359.253086,146.090681,FALSE,FALSE,Unready
12:02:15.566 AM 12/05/2014,Teleop Enabled,12.780958,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.821921,359.249666,146.273787,FALSE,FALSE,Unready
12:02:15.667 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.819732,359.246768,146.182234,FALSE,FALSE,Unready
12:02:15.768 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.786402,359.242090,146.136458,FALSE,FALSE,Unready
12:02:15.869 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.808298,359.237297,146.136458,FALSE,FALSE,Unready
12:02:15.971 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.814501,359.231236,146.182234,FALSE,FALSE,Unready
12:02:16.072 AM 12/05/2014,Teleop Enabled,12.780958,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.803310,359.234841,146.182234,FALSE,FALSE,Unready
12:02:16.172 AM 12/05/2014,Teleop Enabled,12.806088,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.823381,359.244521,146.182234,FALSE,FALSE,Unready
12:02:16.274 AM 12/05/2014,Teleop Enabled,12.799805,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.769494,359.225669,145.816023,FALSE,FALSE,Unready
12:02:16.375 AM 12/05/2014,Teleop Enabled,12.780958,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.816326,359.222163,146.182234,FALSE,FALSE,Unready
12:02:16.476 AM 12/05/2014,Teleop Enabled,12.774675,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.755626,359.199564,146.273787,FALSE,FALSE,Unready
12:02:16.577 AM 12/05/2014,Teleop Enabled,12.780958,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.826909,359.203922,145.953352,FALSE,FALSE,Unready
12:02:16.677 AM 12/05/2014,Teleop Enabled,12.806088,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.822043,359.209098,146.182234,FALSE,FALSE,Unready
12:02:16.778 AM 12/05/2014,Teleop Enabled,12.787240,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.819732,359.207324,146.182234,FALSE,FALSE,Unready
12:02:16.879 AM 12/05/2014,Teleop Enabled,12.780958,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.821678,359.209678,146.090681,FALSE,FALSE,Unready
12:02:16.979 AM 12/05/2014,Teleop Enabled,12.806088,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.821070,359.213731,145.999129,FALSE,FALSE,Unready
12:02:17.081 AM 12/05/2014,Teleop Enabled,12.806088,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.822773,359.216205,145.861800,FALSE,FALSE,Unready
12:02:17.182 AM 12/05/2014,Teleop Enabled,12.793523,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.820462,359.226753,146.228010,FALSE,FALSE,Unready
12:02:17.283 AM 12/05/2014,Teleop Enabled,12.793523,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.812798,359.223600,146.090681,FALSE,FALSE,Unready
12:02:17.383 AM 12/05/2014,Teleop Enabled,12.793523,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.841506,359.238808,146.182234,FALSE,FALSE,Unready
12:02:17.483 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.821192,359.254540,146.136458,FALSE,FALSE,Unready
12:02:17.584 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.805500,359.246203,146.182234,FALSE,FALSE,Unready
12:02:17.685 AM 12/05/2014,Teleop Enabled,12.780958,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.831896,359.246153,146.136458,FALSE,FALSE,Unready
12:02:17.785 AM 12/05/2014,Teleop Enabled,12.793523,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.816691,359.234652,146.136458,FALSE,FALSE,Unready
12:02:17.886 AM 12/05/2014,Teleop Enabled,12.787240,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.834572,359.237013,146.136458,FALSE,FALSE,Unready
12:02:17.987 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.831045,359.235968,145.999129,FALSE,FALSE,Unready
12:02:18.088 AM 12/05/2014,Teleop Enabled,12.799805,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.829220,359.235765,146.273787,FALSE,FALSE,Unready
12:02:18.189 AM 12/05/2014,Teleop Enabled,12.787240,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.814136,359.238773,146.136458,FALSE,FALSE,Unready
12:02:18.291 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.818637,359.233803,146.136458,FALSE,FALSE,Unready
12:02:18.392 AM 12/05/2014,Teleop Enabled,12.793523,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.841749,359.244258,145.999129,FALSE,FALSE,Unready
12:02:18.493 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.825327,359.231673,146.273787,FALSE,FALSE,Unready
12:02:18.593 AM 12/05/2014,Teleop Enabled,12.806088,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.816326,359.235136,146.182234,FALSE,FALSE,Unready
12:02:18.694 AM 12/05/2014,Teleop Enabled,12.799805,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.815109,359.233973,146.044905,FALSE,FALSE,Unready
12:02:18.795 AM 12/05/2014,Teleop Enabled,12.793523,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.808784,359.231691,146.228010,FALSE,FALSE,Unready
12:02:18.896 AM 12/05/2014,Teleop Enabled,12.787240,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.807689,359.235541,146.090681,FALSE,FALSE,Unready
12:02:18.996 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.821070,359.229519,146.182234,FALSE,FALSE,Unready
12:02:19.096 AM 12/05/2014,Teleop Enabled,12.787240,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.820948,359.223941,146.319563,FALSE,FALSE,Unready
12:02:19.197 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.769007,359.221552,145.907576,FALSE,FALSE,Unready
12:02:19.297 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.820583,359.216767,145.953352,FALSE,FALSE,Unready
12:02:19.398 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.796863,359.220439,146.182234,FALSE,FALSE,Unready
12:02:19.498 AM 12/05/2014,Teleop Enabled,12.793523,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.832748,359.229170,146.182234,FALSE,FALSE,Unready
12:02:19.599 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.823138,359.231983,146.182234,FALSE,FALSE,Unready
12:02:19.699 AM 12/05/2014,Teleop Enabled,12.787240,48.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.804040,359.238620,145.999129,FALSE,FALSE,Unready
12:02:19.800 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.836762,359.243234,146.090681,FALSE,FALSE,Unready
12:02:19.901 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.817664,359.235708,146.136458,FALSE,FALSE,Unready
12:02:20.002 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.815718,359.235083,146.136458,FALSE,FALSE,Unready
12:02:20.102 AM 12/05/2014,Teleop Enabled,12.774675,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.820097,359.229298,146.273787,FALSE,FALSE,Unready
12:02:20.204 AM 12/05/2014,Teleop Enabled,12.799805,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.804527,359.221061,145.953352,FALSE,FALSE,Unready
12:02:20.304 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.821192,359.223749,146.319563,FALSE,FALSE,Unready
12:02:20.405 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.816448,359.224158,146.090681,FALSE,FALSE,Unready
12:02:20.508 AM 12/05/2014,Teleop Enabled,12.780958,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.814623,359.226461,146.228010,FALSE,FALSE,Unready
12:02:20.608 AM 12/05/2014,Teleop Enabled,12.799805,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.801121,359.215181,146.182234,FALSE,FALSE,Unready
12:02:20.711 AM 12/05/2014,Teleop Enabled,12.799805,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.829950,359.211118,146.228010,FALSE,FALSE,Unready
12:02:20.812 AM 12/05/2014,Teleop Enabled,12.780958,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.817664,359.204111,146.136458,FALSE,FALSE,Unready
12:02:20.912 AM 12/05/2014,Teleop Enabled,12.787240,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.769372,359.191909,146.136458,FALSE,FALSE,Unready
12:02:21.014 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.780320,359.181785,146.136458,FALSE,FALSE,Unready
12:02:21.115 AM 12/05/2014,Teleop Enabled,12.787240,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.844790,359.186385,146.136458,FALSE,FALSE,Unready
12:02:21.216 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.816812,359.183992,145.953352,FALSE,FALSE,Unready
12:02:21.317 AM 12/05/2014,Teleop Enabled,12.799805,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.833234,359.177494,146.090681,FALSE,FALSE,Unready
12:02:21.418 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.810487,359.175521,145.907576,FALSE,FALSE,Unready
12:02:21.518 AM 12/05/2014,Teleop Enabled,12.787240,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.783239,359.162491,146.319563,FALSE,FALSE,Unready
12:02:21.619 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.827882,359.164759,146.273787,FALSE,FALSE,Unready
12:02:21.720 AM 12/05/2014,Teleop Enabled,12.768393,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.827882,359.171667,146.182234,FALSE,FALSE,Unready
12:02:21.821 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.809879,359.164542,146.090681,FALSE,FALSE,Unready
12:02:21.923 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.812312,359.162761,146.319563,FALSE,FALSE,Unready
12:02:22.024 AM 12/05/2014,Teleop Enabled,12.780958,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.829585,359.179925,146.136458,FALSE,FALSE,Unready
12:02:22.124 AM 12/05/2014,Teleop Enabled,12.793523,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.776306,359.176708,146.136458,FALSE,FALSE,Unready
12:02:22.225 AM 12/05/2014,Teleop Enabled,12.799805,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.825449,359.174074,145.907576,FALSE,FALSE,Unready
12:02:22.326 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.827152,359.175389,146.090681,FALSE,FALSE,Unready
12:02:22.427 AM 12/05/2014,Teleop Enabled,12.774675,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.798080,359.166178,146.273787,FALSE,FALSE,Unready
12:02:22.527 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.814501,359.171738,146.319563,FALSE,FALSE,Unready
12:02:22.629 AM 12/05/2014,Teleop Enabled,12.793523,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.826301,359.178112,145.999129,FALSE,FALSE,Unready
12:02:22.729 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.820340,359.173423,146.228010,FALSE,FALSE,Unready
12:02:22.830 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.787132,359.166679,145.907576,FALSE,FALSE,Unready
12:02:22.931 AM 12/05/2014,Teleop Enabled,12.780958,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.797715,359.160738,146.273787,FALSE,FALSE,Unready
12:02:23.032 AM 12/05/2014,Teleop Enabled,12.793523,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.782631,359.153696,146.182234,FALSE,FALSE,Unready
12:02:23.133 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.811704,359.143315,146.090681,FALSE,FALSE,Unready
12:02:23.234 AM 12/05/2014,Teleop Enabled,12.780958,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.826909,359.152725,146.090681,FALSE,FALSE,Unready
12:02:23.335 AM 12/05/2014,Teleop Enabled,12.780958,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.784577,359.140784,146.136458,FALSE,FALSE,Unready
12:02:23.435 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.835424,359.139639,145.953352,FALSE,FALSE,Unready
12:02:23.536 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.810852,359.143510,146.182234,FALSE,FALSE,Unready
12:02:23.636 AM 12/05/2014,Teleop Enabled,12.780958,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.806716,359.134449,146.319563,FALSE,FALSE,Unready
12:02:23.737 AM 12/05/2014,Teleop Enabled,12.774675,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.807081,359.123765,146.182234,FALSE,FALSE,Unready
12:02:23.838 AM 12/05/2014,Teleop Enabled,12.806088,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.827517,359.122489,146.090681,FALSE,FALSE,Unready
12:02:23.938 AM 12/05/2014,Teleop Enabled,12.780958,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.772048,359.107839,146.136458,FALSE,FALSE,Unready
12:02:24.038 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.814745,359.104369,146.136458,FALSE,FALSE,Unready
12:02:24.139 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.799661,359.096935,146.136458,FALSE,FALSE,Unready
12:02:24.239 AM 12/05/2014,Teleop Enabled,12.793523,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.805013,359.089253,146.228010,FALSE,FALSE,Unready
12:02:24.342 AM 12/05/2014,Teleop Enabled,12.799805,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.783726,359.085196,146.182234,FALSE,FALSE,Unready
12:02:24.443 AM 12/05/2014,Teleop Enabled,12.780958,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.826909,359.089054,145.953352,FALSE,FALSE,Unready
12:02:24.544 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.792362,359.081179,145.953352,FALSE,FALSE,Unready
12:02:24.645 AM 12/05/2014,Teleop Enabled,12.793523,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.814258,359.081275,146.136458,FALSE,FALSE,Unready
12:02:24.745 AM 12/05/2014,Teleop Enabled,12.793523,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.819002,359.072686,146.136458,FALSE,FALSE,Unready
12:02:24.847 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.805500,359.066543,146.090681,FALSE,FALSE,Unready
12:02:24.948 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.829950,359.067524,146.182234,FALSE,FALSE,Unready
12:02:25.049 AM 12/05/2014,Teleop Enabled,12.780958,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.812433,359.069703,146.228010,FALSE,FALSE,Unready
12:02:25.150 AM 12/05/2014,Teleop Enabled,12.799805,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.807081,359.068036,146.136458,FALSE,FALSE,Unready
12:02:25.250 AM 12/05/2014,Teleop Enabled,12.780958,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.803918,359.065288,146.182234,FALSE,FALSE,Unready
12:02:25.351 AM 12/05/2014,Teleop Enabled,12.793523,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.832504,359.068580,146.273787,FALSE,FALSE,Unready
12:02:25.452 AM 12/05/2014,Teleop Enabled,12.793523,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.818637,359.068957,146.136458,FALSE,FALSE,Unready
12:02:25.552 AM 12/05/2014,Teleop Enabled,12.799805,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.820462,359.064925,146.182234,FALSE,FALSE,Unready
12:02:25.653 AM 12/05/2014,Teleop Enabled,12.793523,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.814380,359.079110,146.182234,FALSE,FALSE,Unready
12:02:25.754 AM 12/05/2014,Teleop Enabled,12.780958,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.797715,359.060023,146.136458,FALSE,FALSE,Unready
12:02:25.855 AM 12/05/2014,Teleop Enabled,12.799805,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.822651,359.066994,146.182234,FALSE,FALSE,Unready
12:02:25.956 AM 12/05/2014,Teleop Enabled,12.799805,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.789565,359.063677,146.228010,FALSE,FALSE,Unready
12:02:26.057 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.811217,359.058558,146.090681,FALSE,FALSE,Unready
12:02:26.158 AM 12/05/2014,Teleop Enabled,12.787240,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.824963,359.062934,145.861800,FALSE,FALSE,Unready
12:02:26.258 AM 12/05/2014,Teleop Enabled,12.787240,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.822408,359.060549,146.182234,FALSE,FALSE,Unready
12:02:26.359 AM 12/05/2014,Teleop Enabled,12.793523,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.830680,359.056642,145.907576,FALSE,FALSE,Unready
12:02:26.460 AM 12/05/2014,Teleop Enabled,12.787240,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.774968,359.043634,146.090681,FALSE,FALSE,Unready
12:02:26.561 AM 12/05/2014,Teleop Enabled,12.780958,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.820097,359.042030,146.182234,FALSE,FALSE,Unready
12:02:26.662 AM 12/05/2014,Teleop Enabled,12.793523,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.813528,359.032332,146.182234,FALSE,FALSE,Unready
12:02:26.763 AM 12/05/2014,Teleop Enabled,12.780958,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.822530,359.032094,146.228010,FALSE,FALSE,Unready
12:02:26.863 AM 12/05/2014,Teleop Enabled,12.799805,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.828125,359.035692,145.861800,FALSE,FALSE,Unready
